NUMBER_05B,ALPHA_J2000_05B,DELTA_J2000_05B
5671,34.33741039005497,-5.532712124774673
5675,34.31501681965741,-5.532723131771228
5737,34.312997268180354,-5.5324768448692305
5746,34.221306224876614,-5.532462375993881
5755,34.4363485142468,-5.532481295913791
5747,34.23792883105143,-5.533145618876217
5783,34.389882472701906,-5.532349676672555
5814,34.428885948675806,-5.532274046022703
5822,34.32103266669884,-5.532244489940489
5839,34.29752074697131,-5.532163133158718
5848,34.20768983659581,-5.5321265624630485
5880,34.35050750885309,-5.532036839959133
5885,34.201255380017834,-5.53200705507064
5875,34.29258613933363,-5.532038054011512
5901,34.41492784501094,-5.532030080269962
5908,34.35225747938396,-5.531996258176826
5943,34.407928498376144,-5.531879764151368
5981,34.294923812896116,-5.531746303598889
6012,34.20342042158387,-5.531627234741278
6020,34.229565290702084,-5.531620996139128
6015,34.339346128918805,-5.531647006316941
6022,34.2313605184013,-5.531626329907844
6036,34.44436731186877,-5.531616823317528
6047,34.250812362028896,-5.531541001641606
6037,34.2664823840975,-5.531548721361569
6062,34.26748512842365,-5.531500349912437
6024,34.44783362963525,-5.534771897936737
6070,34.28708468758984,-5.531490217508332
6071,34.22015971732308,-5.53144934701697
6077,34.41466718226625,-5.531492437049142
6113,34.28115305653876,-5.531381552862604
6142,34.245454313849336,-5.531287944578992
6145,34.21403939287162,-5.53124612225327
6123,34.42821260471199,-5.533358767404413
6177,34.27749289529031,-5.531163480810864
6206,34.256510980974575,-5.531065404040586
6205,34.31804627690779,-5.531097792149485
6224,34.3552262179281,-5.531027148787478
6232,34.21234200226465,-5.530951495572963
6239,34.321548074542676,-5.530976460806576
6236,34.31859002245406,-5.531600996989273
6268,34.250239392295455,-5.53082081008343
6286,34.195295899066096,-5.530788107000992
6291,34.43785390599096,-5.530822260673521
6308,34.387972683945456,-5.530778468154066
6296,34.39881494577217,-5.530801448849766
6317,34.20738639279414,-5.530720680118512
6313,34.31708636707541,-5.530734432331157
6321,34.41040934442364,-5.53073361240272
6326,34.28205451521067,-5.530687605542448
6343,34.422276356123064,-5.530660070472876
6365,34.430470686142016,-5.5305792824285644
6371,34.244305820759024,-5.53051349913295
6407,34.4232536809949,-5.53044731755202
6424,34.21107625699197,-5.530339768057449
6421,34.37679459829694,-5.530391723178887
6448,34.279700092572995,-5.530278075313152
6443,34.27127508580646,-5.5302684339991055
6451,34.369138461292714,-5.53025560377704
6461,34.419877703946845,-5.5302542421463325
6409,34.39826935398101,-5.531260595880519
6497,34.26276561716351,-5.530132538269652
6488,34.26681772653971,-5.530133559273335
6494,34.26096210382307,-5.530122019246767
6502,34.37699544988906,-5.530130889504481
6577,34.34250568138808,-5.529883763623531
6584,34.333251539543994,-5.529904274930955
6593,34.36064707315692,-5.529862025712387
6618,34.19996092903319,-5.529682612423016
6643,34.21545758676319,-5.529643254742203
6645,34.354110006313356,-5.529681589623493
6653,34.35346933899591,-5.529617901571825
6690,34.22214384937658,-5.529475635959724
6691,34.274688347749326,-5.529507461887294
6688,34.23987217650439,-5.52950374621985
6693,34.21855482241749,-5.52945280136738
6701,34.32057527047847,-5.529487438372543
6716,34.415908817861826,-5.529399565212356
6726,34.29507069741683,-5.529389569699309
6747,34.38349944158574,-5.529323899664215
6740,34.32580022092937,-5.529312666111026
6764,34.20702770366185,-5.52925627496804
6770,34.42972530817743,-5.529284807794643
6789,34.4086719808182,-5.529238100901461
6801,34.428389439167596,-5.529174653794375
6802,34.319227174424945,-5.5291942243461145
6806,34.227180803248125,-5.529101309647397
6824,34.39416813200626,-5.529115794262256
6870,34.397439292640556,-5.5289619721329055
6905,34.31302595419738,-5.528844558787623
6918,34.41729580546031,-5.52883083647915
6920,34.39982634639397,-5.528801109259851
6932,34.25717385551964,-5.528769075923455
6929,34.28581600786655,-5.528749259432334
6949,34.390591900745534,-5.528689699069634
6959,34.378301825577914,-5.528715623756601
6960,34.33171986231095,-5.5286979196875725
6983,34.2461314129353,-5.528584448474576
6946,34.44217937574389,-5.528737050924594
7025,34.40938860842889,-5.528434166307564
7021,34.41051266208646,-5.528445765574157
7046,34.21969425434483,-5.528374826636989
7060,34.35844583313997,-5.528359107367024
7066,34.31771039509502,-5.528320661977788
7097,34.2791141891521,-5.528290272130116
7088,34.225238899865346,-5.52824329199395
7103,34.31674989871138,-5.528259651970349
7099,34.204760622682954,-5.528212178811611
7137,34.34235145315863,-5.528134002372763
7131,34.41012102118983,-5.5281605030459255
7189,34.2660953245155,-5.527957891104354
7188,34.34763845377007,-5.527976684033276
7193,34.26763219911162,-5.5279431331393525
7233,34.36004455729736,-5.527855831004844
7194,34.25781190401965,-5.529726628147342
7231,34.24865894690968,-5.527820293388015
7265,34.3547670429106,-5.527732450973228
7284,34.424589444411495,-5.527687693915253
7306,34.40053788326896,-5.527620089235323
7301,34.2265338704952,-5.52758540023859
7320,34.4493913965578,-5.5276070562205915
7365,34.43014534239277,-5.527480301554715
7399,34.25205028985039,-5.527287120713798
7418,34.26048577079314,-5.5272070741911365
7431,34.264751661541794,-5.527199935486122
7428,34.28573681073859,-5.527199926104512
7432,34.197499720142716,-5.527112419997007
7478,34.4384074755818,-5.528338198694892
7519,34.38272117381985,-5.526941455684911
7507,34.42395627009362,-5.5269632865865725
7539,34.24479663185564,-5.526855568073061
7541,34.29167387820191,-5.526823984626138
7552,34.38157040865045,-5.526822015921621
7579,34.33494507962181,-5.526711347857661
7573,34.39733990685222,-5.526718904759261
7592,34.23149255729779,-5.526661684071306
7583,34.4148611473288,-5.526691891409326
7602,34.20939762161996,-5.526609120065266
7604,34.3444574537576,-5.526638129787467
7611,34.42962729397749,-5.526670546002341
7615,34.3722448345954,-5.526622605289538
7614,34.276014019010134,-5.526605691277585
7692,34.355327057332346,-5.526401293677441
7714,34.41211721983529,-5.526325849319268
7713,34.387437207172475,-5.526333036869599
7720,34.25665943605974,-5.526264580436769
7723,34.34926534831921,-5.526260107460875
7740,34.44871972729383,-5.5261957611924135
7749,34.410378138659766,-5.526175760978496
7792,34.36926571783152,-5.526010046690711
7790,34.42697263497619,-5.526027386647227
7810,34.351130692751575,-5.525989719554931
7870,34.29667397597123,-5.525815330870823
7877,34.216012761996026,-5.52573965633385
7889,34.34102555292044,-5.525759833693551
7904,34.217124839316156,-5.525679483697163
7906,34.26740144205434,-5.5257149530461085
7894,34.24583878347639,-5.52569911849814
7922,34.26691777427874,-5.525649598891767
7943,34.337855099007136,-5.525567402640789
7978,34.38687581351351,-5.52549551063158
7976,34.323158496330656,-5.525487608799306
7972,34.40802711141229,-5.525503820956255
7991,34.41063397219838,-5.525447502333324
7994,34.397406041456996,-5.525478190617891
8000,34.283430571716906,-5.525415178940081
8016,34.2072214541395,-5.525349111564456
8019,34.29033377070378,-5.525381783322718
8033,34.3253489167062,-5.5253204167903425
8046,34.333816497827925,-5.525282421452779
8049,34.22327935434065,-5.525240208699376
8075,34.20800859088448,-5.525148735240724
8080,34.28830528448381,-5.525173336312541
8084,34.34436654414587,-5.525155994590735
8091,34.21568849950202,-5.525104687342777
8067,34.2493291479892,-5.52518207024447
8124,34.25065445671822,-5.5250448976788675
8156,34.42366750960106,-5.524989233498644
8171,34.30743847122554,-5.5249447398475775
8162,34.29017886046503,-5.524936385526986
8187,34.279440083099296,-5.524882983062282
8198,34.39132164489988,-5.5248622487007
8211,34.263338622818885,-5.524858804694591
8193,34.28794351130032,-5.524828961429484
8196,34.357564746137705,-5.524851183845036
8212,34.263800059895814,-5.524786738621528
8237,34.218243651819755,-5.524695791803639
8249,34.416687852438955,-5.524731377959939
8267,34.267613752723584,-5.524645349367065
8281,34.259757652150924,-5.52459080843453
8289,34.370592835281336,-5.524608026696828
8280,34.20358286073969,-5.524540621526436
8337,34.44486336838158,-5.52450025681117
8331,34.34422018258862,-5.524472410366107
8345,34.4467417652931,-5.524467346030709
8346,34.21130920673701,-5.524408326348459
8348,34.27554748106691,-5.524420949470545
8375,34.224749301427664,-5.52431994243228
8379,34.31255471585175,-5.524328959091429
8400,34.40210391398453,-5.524286355192023
8402,34.21450433091598,-5.524245058406444
8425,34.35494434831843,-5.524188876074563
8414,34.43060929381981,-5.524188182048651
8441,34.40831416612614,-5.524113632539227
8443,34.41707203209614,-5.524107144430889
8486,34.31432942428886,-5.52400066508356
8492,34.32606834779516,-5.523954699609858
8503,34.37549002173871,-5.523909440238457
8513,34.25948673118579,-5.523822192139403
8532,34.39620839859653,-5.5237811833915496
8549,34.226794365958476,-5.523696071555755
8564,34.206527158528985,-5.5236585634902715
8589,34.39436176588319,-5.523641272690927
8594,34.35903714130977,-5.5235860884278365
8576,34.42687401571862,-5.523674942341624
8626,34.22455236108096,-5.523485326372888
8613,34.421758397852415,-5.523515213924217
8630,34.22066555295773,-5.523444825242462
8652,34.248450170293864,-5.525068166048574
8691,34.393775586552174,-5.523302368414857
8710,34.33821594428254,-5.523223236438238
8723,34.39430925600986,-5.523199354656847
8815,34.27637681711845,-5.5228891018535515
8820,34.24027697303664,-5.522899702699547
8849,34.31587861144007,-5.522794453229526
8826,34.25553561647942,-5.523305891843452
8863,34.382564276103054,-5.5227873687663696
8888,34.353768401628045,-5.522705825156042
8884,34.26325111086319,-5.522683879426981
8915,34.37371383865512,-5.522650173555722
8926,34.19902176747907,-5.522593202093131
8941,34.4249841422979,-5.522611299227287
8959,34.39877208642408,-5.522572784268704
8961,34.22680356085307,-5.522533296287414
8995,34.275256258577585,-5.5224287850519
9023,34.391013260815356,-5.522366707552801
9044,34.22198486978033,-5.522297168038397
9055,34.29641182528929,-5.5222898349137575
9071,34.40657167030165,-5.52227275034521
9093,34.22737586599534,-5.522093491404095
9097,34.32521703954361,-5.522139272326802
9100,34.26104727205339,-5.5221053104211535
9101,34.27734799155821,-5.5221006272585935
9125,34.40865623118915,-5.5220888623564175
9114,34.310475529811946,-5.522046590138519
9159,34.42146892873412,-5.521914529954249
9163,34.35744457405477,-5.521884031017528
9168,34.25946382129335,-5.5218568356282045
9221,34.420083255875845,-5.52170983064033
9223,34.25914425555205,-5.521660111101711
9237,34.3441563251912,-5.521657490426841
9229,34.20512079030537,-5.521601726270208
9246,34.396218398567825,-5.5216424840381775
9251,34.43852288874824,-5.521615091917775
9242,34.35195058249799,-5.521625865099063
9271,34.20252244339325,-5.521482125024033
9279,34.29315286667586,-5.521521852968518
9313,34.3119640176879,-5.521412483422765
9301,34.42040629599181,-5.521457993083177
9311,34.443787029249826,-5.521444555099284
9325,34.34091246830282,-5.521382898510204
9317,34.20078725657173,-5.5213678057564834
9360,34.34238614941999,-5.521297441604945
9356,34.407811882464706,-5.521301541455971
9414,34.22978550764259,-5.521751052332748
9403,34.27500466363037,-5.521078968327797
9446,34.231787613565345,-5.520953618907542
9435,34.242940403257386,-5.520958644920848
9447,34.3929644098777,-5.520967682732047
9460,34.23508800340449,-5.520887283651111
9468,34.31435580777796,-5.520879416744325
9492,34.29419316911646,-5.5207375599625355
9539,34.369423397678155,-5.520668266169557
9530,34.38425224729518,-5.520641614383755
9549,34.360502049645085,-5.520613711182202
9548,34.26754263209852,-5.520596802635814
9559,34.20157984624104,-5.520531188669443
9585,34.44801372377927,-5.520507192146648
9595,34.20861955625505,-5.520455219055502
9591,34.37346141357218,-5.520514328450449
9607,34.42459150106401,-5.52048669818337
9615,34.25369710505132,-5.520411739520804
9623,34.381801497578294,-5.520355797309408
9624,34.2856129381188,-5.520349146483665
9640,34.39809106424692,-5.520305642535156
9648,34.403984387546,-5.520299905893971
9657,34.28997745837589,-5.520209207093341
9665,34.42168559952906,-5.520206417856392
9667,34.31437503459174,-5.5201672588959845
9676,34.380114503237444,-5.520158189718424
9692,34.37649015679205,-5.520075664211536
9691,34.394977937524544,-5.5201078067045986
9723,34.23321210116871,-5.519996375631469
9758,34.4338753566946,-5.519890202844139
9756,34.24573057682085,-5.519825318436252
9766,34.20693023957978,-5.519823923215772
9778,34.226755478242126,-5.5197923151007915
9787,34.28949957172139,-5.519766898187329
9810,34.32877488721728,-5.519767106237304
9806,34.42650813016441,-5.5198786538090685
9834,34.20406364025626,-5.519581713320675
9835,34.25638919441597,-5.519610516515208
9847,34.28062077303724,-5.519595657585911
9864,34.34125947995105,-5.519539006798151
9871,34.21144955863947,-5.519467059009332
9900,34.24725236545937,-5.519408574880842
9890,34.29420024967623,-5.51939863042051
9915,34.29931597565055,-5.519382307264408
9882,34.323356128977736,-5.519955254464141
9939,34.398813547368604,-5.5193112434629255
9940,34.32707423741668,-5.51929313335379
9945,34.42180561534997,-5.519276663390155
9989,34.19727247237385,-5.5190673584037535
9990,34.378792697090276,-5.519136210262031
10017,34.2974773372881,-5.51902488654753
10027,34.438359002878805,-5.5190142612570146
10029,34.353265222664824,-5.519020841600464
10025,34.23611659242051,-5.518963724809801
10042,34.396304965665344,-5.518992098368334
10048,34.41444566555,-5.518958464361945
10047,34.446699640982814,-5.518946475777653
10049,34.366045254569066,-5.518936664634175
10064,34.29356556788848,-5.518882993963274
10063,34.37706998260321,-5.51890174876093
10051,34.407937993749876,-5.519413823373583
10074,34.3908629486028,-5.518829987798666
10115,34.44766639899887,-5.518768052503163
10114,34.353978711140705,-5.518764857468836
10141,34.33756401418276,-5.5186546802116965
10168,34.3719663279097,-5.518591174567821
10158,34.26740771196801,-5.5185877831238
10189,34.24609079371838,-5.518489954121449
10192,34.444592214500425,-5.518535795041125
10163,34.29274356022732,-5.520425556122367
10198,34.44620720140063,-5.518509445316189
10208,34.271827177381255,-5.518418823667783
10216,34.28632920460348,-5.518448645590502
10224,34.41939891943976,-5.518415933980095
10249,34.364864210093586,-5.518355365063864
10267,34.359179753893464,-5.518311134600046
10268,34.20577370279244,-5.518228931845638
10308,34.375614963682686,-5.518163722786862
10326,34.35506305518006,-5.5181109115643725
10246,34.40008429072756,-5.5186244271143385
10343,34.42908892352703,-5.518066217070597
10352,34.25636211764725,-5.518000338519929
10363,34.28047384028185,-5.517971143358665
10380,34.24655077014137,-5.517923404475533
10371,34.37257078951017,-5.5179735742931815
10384,34.254037527996765,-5.517913213904262
10394,34.39220269692412,-5.517902809476708
10416,34.44152551878925,-5.517846098859138
10477,34.231196199763424,-5.517630717663884
10435,34.236734722484705,-5.518060912851616
10500,34.35847528146203,-5.517613090650231
10502,34.311294644189296,-5.517567671915065
10505,34.27616592929248,-5.517566543736893
10459,34.36529100646111,-5.518892239704941
10562,34.35539462888663,-5.5174678165673745
10552,34.33846668594038,-5.519925022009641
10630,34.34995014196707,-5.517264335886241
10652,34.262161049047634,-5.517179880294365
10668,34.421900438874026,-5.51717099678275
10679,34.26995461993739,-5.517096872898656
10691,34.19924709350053,-5.5170590746847346
10695,34.37443983603711,-5.517083967611675
10706,34.32345675637879,-5.517071626314662
10692,34.386857034261546,-5.517217688687078
10721,34.30803083576184,-5.517010011872314
10753,34.384418020853644,-5.516978735738991
10752,34.44169071906476,-5.516968226819138
10696,34.264890499038316,-5.519036177125355
10802,34.38028258562377,-5.516764183108362
10820,34.42735740015864,-5.5167591190344165
10830,34.209401770323815,-5.516652633528865
10840,34.27600550773922,-5.51664589175391
10839,34.30346382043106,-5.516636126548265
10843,34.412417066901256,-5.516647550746734
10850,34.24400304717142,-5.5165934876140295
10879,34.26822065077682,-5.516492949473044
10881,34.24746825901459,-5.5164462204400895
10885,34.33516882401632,-5.516463789089463
10891,34.438116522209754,-5.516464549233809
10916,34.35504478223793,-5.516372820397494
10923,34.31774317838711,-5.516334304191492
10927,34.28722588042018,-5.516302239334811
10947,34.43247141560795,-5.516305574938563
10951,34.36311954528532,-5.516257976476049
10978,34.20229756336215,-5.516150841612769
11017,34.29946409857247,-5.5161009655200735
11021,34.30673370247569,-5.516058390204382
11052,34.32332221165568,-5.5159428644071795
11078,34.402277597021424,-5.5159149120377435
11087,34.26384333286555,-5.5158457301717
11099,34.411454177971414,-5.51583460724032
11094,34.237063167570895,-5.515792500932695
11107,34.3431404406991,-5.515785097647207
11112,34.19570720868488,-5.515708976829413
11139,34.43707366432866,-5.515736734996455
11156,34.29450686168027,-5.515660170004529
11177,34.276974472664904,-5.515560631797093
11190,34.31068480283318,-5.515551508689281
11199,34.34497167614308,-5.515546046470971
11214,34.43334291824585,-5.515517217394972
11207,34.257643562088866,-5.515465548457729
11259,34.382516452012844,-5.515370661048489
11321,34.24703868082795,-5.515132486936229
11315,34.30885372246513,-5.515171087690057
11314,34.28299298074206,-5.515170732315201
11343,34.36006307789512,-5.5151007344546015
11356,34.22761285278687,-5.515032938375389
11353,34.33443646570937,-5.515071863924657
11409,34.35583481674165,-5.514901771020867
11410,34.3611506877845,-5.514898753730553
11419,34.236571258237724,-5.514884433192896
11393,34.33110473732223,-5.515741199588498
11411,34.335543939032874,-5.517441145061586
11474,34.395084857878736,-5.514753214524607
11436,34.34166500014965,-5.519692113980469
11495,34.28501768236992,-5.5146743474439806
11523,34.206864324976415,-5.514569043509971
11519,34.35451902922313,-5.514608495560139
11513,34.27474986294021,-5.5146090978944775
11526,34.3009820526819,-5.514567136919367
11540,34.28849389568754,-5.514521841008649
11574,34.19794987501861,-5.514389390387515
11591,34.32916564966024,-5.514394772766716
11594,34.300314028572785,-5.5143378137312276
11624,34.23100248324623,-5.514235354560681
11619,34.32201450349225,-5.514265116929344
11632,34.32111982797563,-5.514241073945782
11627,34.42525787748345,-5.5155601672969
11680,34.42677476113727,-5.514084935674241
11683,34.22826412625072,-5.51406006698481
11684,34.25636372909942,-5.51405253918527
11689,34.274826765616076,-5.514017279314298
11712,34.388271615076405,-5.513992123501857
11757,34.431279556833445,-5.51391660794271
11748,34.36298629896191,-5.513898657626391
11746,34.33488067064228,-5.513884921267121
11745,34.29102685792465,-5.513886994349145
11762,34.37493735132132,-5.513858922542858
11780,34.257071144742504,-5.513815381445976
11775,34.204577043775714,-5.513789504118597
11791,34.22764984607664,-5.513769289293435
11814,34.44815666823136,-5.513746471362396
11805,34.447614744715366,-5.513753364574856
11841,34.43354051579522,-5.513667198241182
11854,34.351518229859195,-5.513611231641181
11866,34.28583092151308,-5.513570089604678
11863,34.20268121504744,-5.513512450925455
11895,34.412458962410895,-5.513455135695085
11897,34.27258895003772,-5.5134351467442615
11917,34.267847149506814,-5.5133945102827395
11914,34.29038673280793,-5.513386724740167
11901,34.4380663774537,-5.514650318875808
11915,34.37714247508647,-5.513421357520784
11921,34.23820975441815,-5.51334049275193
11949,34.315371642241445,-5.513303102351251
11970,34.20433785792683,-5.513198937807103
11985,34.349624376536056,-5.513205355692066
11992,34.27200986537165,-5.513154948752468
12005,34.32329548536317,-5.513119493032064
12021,34.409706714834975,-5.513074676399013
12022,34.28328629335568,-5.513052578434132
12024,34.41511793996964,-5.513093191989593
12035,34.39325146456996,-5.513060963442591
12052,34.31224120617448,-5.513000043931847
12077,34.27360078114352,-5.512914757050387
12076,34.36007117423727,-5.5129273925255475
12121,34.40628211692409,-5.512846125561202
12111,34.344555285669564,-5.51282485640021
12144,34.19657581713887,-5.51270143208633
12103,34.4236300762833,-5.51477429639539
12160,34.26368496736056,-5.512670225914395
12146,34.43017534831411,-5.516716911804073
12198,34.19609883390499,-5.512536086444869
12210,34.35626338952749,-5.512555289622168
12216,34.3251882223005,-5.51253700608377
12225,34.390625697549225,-5.5125320819653645
12241,34.35314931488531,-5.5124918033833525
12252,34.3292665327987,-5.5124490004686635
12256,34.27691330193041,-5.512441361372842
12262,34.344372656101974,-5.512406518117929
12260,34.24883332658978,-5.5123807454144975
12265,34.41104390473374,-5.512401667597735
12284,34.3416758222566,-5.512380455150428
12297,34.30773016051201,-5.512332122612779
12310,34.31340926049351,-5.512306112746482
12323,34.25504701336392,-5.512253412064634
12342,34.337006005498424,-5.512233340212023
12337,34.297941474228494,-5.512217983261176
12348,34.43931171184629,-5.512193342169392
12363,34.35139472421676,-5.512156949132273
12377,34.31406716575882,-5.512123747385144
12380,34.37053163254303,-5.512065748089067
12351,34.37224634475803,-5.5130547362025455
12421,34.355676557674464,-5.511985164052519
12425,34.210595403896775,-5.51193708439471
12402,34.443106490423034,-5.513418882025793
12450,34.378934897204985,-5.511900371619135
12472,34.266119933551366,-5.511800272735292
12478,34.29839668926015,-5.511818611472111
12504,34.38521890625384,-5.515696058751913
12496,34.36202257149121,-5.511753100967092
12498,34.36166014611431,-5.511751615689878
12524,34.297421891975645,-5.511665134464262
12535,34.19659455232324,-5.511577091518282
12548,34.24442507281083,-5.5115714795619635
12563,34.251191599851786,-5.511526672807246
12559,34.22963692363936,-5.511518511559754
12574,34.246447215965375,-5.5114889036194885
12584,34.444500912932135,-5.511499000317694
12593,34.26892969873839,-5.511439053890001
12589,34.31536934514596,-5.511422807973001
12630,34.38223069523562,-5.511347038201409
12620,34.26004863815803,-5.511300793405648
12643,34.37510002728435,-5.511291774150663
12663,34.29168399945122,-5.511215270195511
12678,34.27071569274528,-5.511153081117236
12684,34.31175774934133,-5.511130064537952
12701,34.41671403163298,-5.511116701336836
12721,34.248444334955174,-5.511001961946043
12748,34.39975437501602,-5.511839952953428
12752,34.29247154638264,-5.5109054645239395
12754,34.3484517509531,-5.510932416397533
12769,34.24813150800786,-5.510861414613922
12783,34.20968351712507,-5.510797917829526
12782,34.410861171215245,-5.510843432147992
12807,34.24507379462014,-5.510735838965654
12832,34.281938925225646,-5.510698492817433
12860,34.24056642889641,-5.510589951267322
12870,34.345144229116066,-5.5105949131811425
12873,34.288542417547944,-5.510542705825047
12879,34.43126163169164,-5.510538575716612
12895,34.353751230930854,-5.510527585746622
12904,34.40403574482556,-5.510477129867477
12912,34.3413271630361,-5.510465135345779
12931,34.29250635401429,-5.510381982205444
12957,34.338050244655406,-5.510329759918817
12952,34.26725086226023,-5.510317632541748
12968,34.43243307973882,-5.510308979846141
12970,34.22977862099411,-5.510272171988349
12966,34.30805048658548,-5.51027573161479
12995,34.210982329097874,-5.510164387422091
12991,34.25976273428814,-5.510188236838699
12992,34.236235106118485,-5.510192860905062
13003,34.43848917381823,-5.51017941591896
13014,34.32634786811305,-5.510121499048728
13020,34.42367891258741,-5.510146122155958
13017,34.24810491722065,-5.5100929406321475
13073,34.36054417590561,-5.509959204599419
13078,34.40670639683988,-5.509972144093614
13075,34.418541266910474,-5.5107791494522935
13121,34.274982512485224,-5.509802377636484
13126,34.285994278437634,-5.509760044785704
13146,34.29156572362457,-5.50966346559404
13152,34.41361866944153,-5.509692635528681
13157,34.363531813080876,-5.509673318949585
13177,34.3126903495468,-5.509581712894347
13184,34.363828606960304,-5.510286842916238
13211,34.34339487924144,-5.509484689764789
13214,34.405455044137405,-5.509523851653776
13217,34.3372454783953,-5.509509912702915
13220,34.22354394959612,-5.509434585818711
13222,34.21207477612848,-5.509430586942843
13236,34.330838052394924,-5.509411585683088
13235,34.438268440706906,-5.5094403922219275
13249,34.39402847171818,-5.509385004415051
13277,34.38028317207116,-5.509292574757903
13304,34.25266707305434,-5.509178221543924
13339,34.39528750181592,-5.509148806019407
13327,34.291827936951734,-5.509106380118016
13266,34.29861554898399,-5.509418300217947
13348,34.3854716340833,-5.509099664031051
13342,34.42885766922568,-5.509111637192671
13368,34.38107338347508,-5.509005408928437
13421,34.27383043861924,-5.508818080239952
13439,34.38401154808426,-5.508783802233361
13438,34.35776715774913,-5.508791618946834
13446,34.4266856023571,-5.508757206994539
13445,34.43712574832642,-5.508774162403846
13455,34.24307928756245,-5.508647708236443
13464,34.40495241118746,-5.508698631402943
13477,34.43689367056393,-5.508637461560326
13489,34.20628072144373,-5.50851842325612
13495,34.408188488144596,-5.50858329359977
13494,34.21154741108634,-5.50852152128502
13505,34.2421185475845,-5.508506916460981
13498,34.30606126886671,-5.508520903071421
13508,34.22625917267714,-5.508465246835736
13537,34.38633776567969,-5.508426194255128
13546,34.39593415476982,-5.50838269523161
13551,34.42146938611415,-5.508375845354515
13575,34.41967928179143,-5.508307648889111
13606,34.37409792982018,-5.508274765079839
13600,34.22708054301882,-5.508235767395069
13611,34.40764868731005,-5.50824288101237
13614,34.360527335267946,-5.5082206849271556
13623,34.34247946123649,-5.508196591454346
13630,34.283149286459164,-5.508137624549823
13637,34.24534285326775,-5.508130876398584
13662,34.39054899677901,-5.508078284893113
13714,34.40831765278791,-5.5078970031111
13722,34.30619790661839,-5.507903593152729
13756,34.3096370260433,-5.507812695559255
13763,34.30769066638529,-5.507780536321336
13744,34.25741011077329,-5.507809884735838
13827,34.4503505513345,-5.507570369261665
13846,34.42884744391107,-5.507483158710578
13821,34.313020273220886,-5.507646492913987
13862,34.355116804309716,-5.507444666619176
13861,34.29055060231327,-5.50745196646943
13860,34.26716378636167,-5.507427643143152
13882,34.299460797260764,-5.507362900035734
13887,34.447132145715464,-5.5076363924087754
13919,34.39428130782989,-5.50728507982347
13930,34.42278386998172,-5.507234808300482
13950,34.293435087418175,-5.507163408736688
13965,34.208639952503304,-5.5071105887510745
13884,34.3086070147755,-5.507802521859129
13927,34.445059723559126,-5.508698787703051
13971,34.21778846338906,-5.507095189576754
13983,34.320828340175225,-5.50706855876135
14001,34.33659634678602,-5.507025719453332
14027,34.35965961959664,-5.506952767257729
14037,34.28857836889535,-5.506931786235735
14056,34.21017849352587,-5.506840848797828
14070,34.34271123245186,-5.50681256005394
14086,34.316942982845596,-5.506777521405227
14096,34.42312209000382,-5.506763337788507
14113,34.434737051609225,-5.5067105021686125
14125,34.32440343323551,-5.506673665711215
14137,34.21466477994828,-5.506611260372285
14140,34.267489986348004,-5.506629921904881
14157,34.3582793755148,-5.506547247242886
14152,34.43852500501672,-5.506620974506848
14193,34.21706305128806,-5.506392722006433
14204,34.43131986784385,-5.506430199183649
14218,34.39685312200984,-5.506385032691476
14220,34.23143601594207,-5.5063591886955585
14235,34.24225667821643,-5.506269672997346
14236,34.38638512707502,-5.506289045687435
14238,34.27048000601489,-5.506272418637238
14248,34.243241393067755,-5.506249583753656
14251,34.34605939937186,-5.506252285298089
14254,34.39858285161274,-5.506257804825024
14253,34.41549208403022,-5.50626962437511
14256,34.41819515030283,-5.506275960245143
14258,34.314118970226026,-5.5062597201882415
14273,34.33258508927524,-5.506168166690972
14255,34.33989374675836,-5.5062768252395635
14280,34.28240196436203,-5.506134870303948
14295,34.44183337446859,-5.506111053336408
14309,34.24599573113064,-5.50605593929407
14348,34.30274444061758,-5.505966290807164
14373,34.37713366414091,-5.505894402485155
14388,34.35961211323422,-5.5058375775401895
14405,34.25895067001682,-5.505802664161641
14369,34.41602896979048,-5.506948320641022
14424,34.28448994763891,-5.505717509239879
14456,34.291655430591234,-5.505613208293082
14481,34.2893214429358,-5.505532264123716
14516,34.2242165426201,-5.505357365746584
14544,34.20666418179713,-5.50527584449104
14558,34.381932586800865,-5.505291325464277
14572,34.31258562339098,-5.505261076968302
14577,34.437903411238906,-5.505215702689815
14588,34.20029482909125,-5.50517310661273
14582,34.42999852120741,-5.505230985520021
14586,34.44392305184142,-5.505217959910309
14554,34.36368656328214,-5.508698601995863
14585,34.21495226239006,-5.505630792162568
14606,34.286711320104786,-5.50511805935325
14607,34.34094251313412,-5.505084996963751
14626,34.389532612971074,-5.505070482752152
14662,34.23646568059367,-5.504941442723642
14668,34.32550678768804,-5.50489995993418
14686,34.371230617534295,-5.504871536783046
14689,34.37909072753304,-5.5048853143696
14696,34.22107911036549,-5.504798568968363
14705,34.298362849271236,-5.504846423429075
14667,34.398677700333295,-5.505654654202905
14710,34.325969915109006,-5.504812892223693
14733,34.229606458609055,-5.5047075529528415
14742,34.38546191938302,-5.504708280336044
14758,34.228789893046084,-5.504626813862389
14805,34.40308643032508,-5.504489003520002
14808,34.2041804871572,-5.504380543349344
14814,34.21967365978738,-5.504386432079493
14815,34.413061438915086,-5.504447062305716
14823,34.21014925988284,-5.5043423225751065
14830,34.35120535639072,-5.504354267470195
14860,34.22027481394992,-5.504197371116776
