NUMBER_05B,ALPHA_J2000_05B,DELTA_J2000_05B
203853,34.86279032415702,-4.932952639851569
203888,34.55691251669405,-4.933003009849801
203877,34.722488624148674,-4.932947153397505
203890,34.60626796685855,-4.932991421378932
203901,34.45214198982348,-4.932951417435359
203926,34.531854944129265,-4.932891183775101
203913,34.45463050634453,-4.932889507296547
203922,34.708432679960794,-4.932841960376751
203894,34.75908925402801,-4.933058386247079
203957,34.605402826828204,-4.932767953659988
203963,34.71442099917727,-4.933005818420319
203982,34.7993354449242,-4.932638017437159
204020,34.86396459209399,-4.932503156648895
204029,34.86221449705124,-4.93246358958752
204043,34.52980707861837,-4.932562699168906
204050,34.70252442194971,-4.932477095556746
204058,34.79574788920848,-4.932431193567987
204086,34.65466474655268,-4.9324318757909795
204097,34.566634468506415,-4.932409178892363
204096,34.743992042402795,-4.932368305902218
204100,34.49055042568829,-4.9324037710298985
204114,34.827224613432,-4.93226727449542
204121,34.46083562368595,-4.932391459690111
204157,34.71429016371492,-4.932223559434301
204154,34.58852790918617,-4.932270469730788
204162,34.58325247769099,-4.932224999183384
204218,34.79653546328281,-4.932042801700411
204231,34.86671204067628,-4.931954920129617
204235,34.71382813383327,-4.932004986637815
204238,34.480271813071546,-4.932062081328656
204274,34.771806895079656,-4.931878412277056
204294,34.45363529811846,-4.931850996921364
204299,34.68128493323753,-4.9318366225877295
204312,34.778791673958885,-4.931693658712962
204321,34.85237005022362,-4.931612506341982
204320,34.45517760361449,-4.931759458218625
204323,34.786275093885415,-4.931682307628487
204328,34.65425607501207,-4.931702389269198
204336,34.8030783524945,-4.9316323083490055
204339,34.775592453505766,-4.931644376980938
204341,34.85405299591576,-4.9315812748991465
204342,34.83558903468201,-4.931599245953278
204353,34.718467326470225,-4.931616916948061
204364,34.6832614201019,-4.9316122577162
204379,34.46787322021459,-4.931618491477963
204392,34.70511627942387,-4.931563516576117
204389,34.5885278536705,-4.931599548721204
204398,34.796913896518404,-4.93147466034788
204418,34.460472014842566,-4.931518637820246
204415,34.830401085550534,-4.9314149643235226
204431,34.723220049391884,-4.931434212581613
204452,34.72977879159285,-4.931383289959227
204460,34.831808454156274,-4.9312928402470995
204461,34.49773913563338,-4.931412972370555
204463,34.51484188569579,-4.931369799614934
204479,34.820766527187025,-4.93122499734972
204484,34.65333190247298,-4.931328452005948
204477,34.603659659201135,-4.931321000605142
204496,34.79767037448755,-4.9312177197582825
204505,34.706951414302324,-4.931200700039036
204507,34.8146864864977,-4.9311649208004065
204523,34.88171942037381,-4.9311034874633455
204547,34.461505121234374,-4.93115502403333
204553,34.789445911254454,-4.931040290877554
204578,34.67950650889537,-4.9310480045010365
204573,34.73576525993855,-4.931032440637216
204576,34.66405898414033,-4.931049944579458
204586,34.59602959385875,-4.931013734131788
204595,34.71499191622125,-4.930960898638856
204591,34.83342652991036,-4.9308961658892905
204602,34.65264575115148,-4.93097376114429
204607,34.60746112795009,-4.930943737339105
204621,34.70981675380463,-4.930895048655478
204618,34.47557876068885,-4.9309456689206055
204633,34.8433978779742,-4.930809959484591
204657,34.708839500058225,-4.930822333482065
204672,34.59288710594271,-4.930804985234303
204674,34.880683372226805,-4.930682702483941
204677,34.79597769941366,-4.930675083822078
204691,34.81435463341813,-4.930642856807908
204703,34.84735964030029,-4.930596312184097
204709,34.472942479613906,-4.9306860290257575
204712,34.77287788586398,-4.930608731454494
204716,34.48301822502484,-4.930631418278682
204733,34.760352967743714,-4.930481580358332
204747,34.499975441029285,-4.93051064582893
204754,34.83254322854741,-4.930414530298703
204765,34.859156712630835,-4.930344020431648
204773,34.54748378127768,-4.930448451453581
204776,34.48618505055381,-4.930427676209043
204793,34.515038431578816,-4.930411800952149
204794,34.850754359386265,-4.930291817174264
204792,34.818005525239585,-4.930307963105365
204798,34.50526607212605,-4.930419849135178
204813,34.4885311225256,-4.930378736120301
204823,34.852016447260766,-4.9302324061476375
204827,34.512939152130016,-4.930342975417029
204837,34.76067742120365,-4.930224872738815
204847,34.79004653850615,-4.930198271405017
204873,34.697911504337114,-4.930193021955068
204875,34.506951665425376,-4.930216591736856
204892,34.71458000402982,-4.930091493821814
204897,34.868144366001054,-4.930008640935679
204904,34.76357355296802,-4.930051465497086
204917,34.514330141592254,-4.930095556974213
204918,34.840558111611145,-4.929990298511223
204932,34.52835025089792,-4.930067580877288
204930,34.7201375256529,-4.930007291343085
204946,34.53215827570948,-4.930031370388806
204948,34.559289398288456,-4.929992333792766
204949,34.72651223162304,-4.929936365926007
204952,34.730999740336784,-4.929934166233836
204970,34.588463788539876,-4.929902862668345
204976,34.86102902706411,-4.929781976721649
204987,34.855990729706186,-4.929795599767751
204995,34.80869392584826,-4.929795392932844
205030,34.50313624242675,-4.9297607274022734
205031,34.808986385355276,-4.929697470760775
205040,34.679619681286184,-4.929752945874345
205055,34.60158470242232,-4.9297260528564175
205047,34.46744947391586,-4.929735345428232
205062,34.583731619029486,-4.929701681423942
205081,34.84995330318748,-4.9295481520684525
205088,34.51442712283415,-4.929672282305656
205122,34.80673128016956,-4.929467732558097
205141,34.79859906448482,-4.929396540433715
205163,34.66324289382473,-4.92941458745836
205177,34.85282077790168,-4.929261340983571
205181,34.77593053238488,-4.929301898175398
205193,34.716032995788765,-4.929269841972199
205197,34.604626008206694,-4.929328559778638
205234,34.86193476745152,-4.929114779759786
205235,34.501881826167114,-4.929262304154078
205245,34.45900366600109,-4.929218396422904
205254,34.85922023457855,-4.929036103420304
205286,34.85148717099408,-4.928990436049871
205297,34.83370634691826,-4.92893926530942
205299,34.65360906340168,-4.928986191478378
205324,34.76747587360691,-4.928888672405239
205336,34.763149936387116,-4.928848187644158
205341,34.87874186565896,-4.928797181163441
205368,34.86562300569467,-4.928729192528344
205367,34.80265241992695,-4.928747616343708
205392,34.65422055902426,-4.928723668480602
205387,34.541334034687296,-4.928747838725986
205401,34.503704493124204,-4.928728123532001
205360,34.720239971687334,-4.928935277982691
205405,34.87070522167389,-4.928611453345694
205423,34.47810459373437,-4.92870658053177
205420,34.670657979008745,-4.92865381217525
205417,34.85535178376434,-4.928563440828179
205435,34.669286524563525,-4.928637758796124
205432,34.53496669232048,-4.928654579332458
205429,34.84272317971681,-4.928532801066376
205442,34.55908609634568,-4.928611627737152
205444,34.82400114888014,-4.928503216929437
205457,34.52335292038227,-4.928573649774228
205450,34.46719972611557,-4.928589903213597
205464,34.680417933415015,-4.928520406331474
205482,34.530906625166445,-4.928497075698102
205480,34.8835020800378,-4.928355167900976
205475,34.84949997268814,-4.928398245687915
205487,34.549337096852135,-4.9284793904237265
205495,34.81417600900099,-4.928316259822057
205511,34.86424687851986,-4.928223309414186
205517,34.88956287326208,-4.928210258610015
205522,34.52248270007234,-4.928303839627536
205546,34.80540050623232,-4.928178874082857
205541,34.79359846598676,-4.928210329819088
205544,34.56466341914535,-4.928277360964174
205551,34.696522085488716,-4.928199172284452
205553,34.464333195580274,-4.928245083493611
205565,34.530038765047685,-4.928208581866088
205567,34.71973534317183,-4.9281512288720695
205571,34.74971499854712,-4.9281451154398725
205596,34.610728329277656,-4.928106813537367
205588,34.60971180164818,-4.928107569863993
205603,34.740594916753295,-4.928025182838094
205599,34.55026464044919,-4.928075851847063
205600,34.71699618353721,-4.928055597372017
205622,34.76176301522012,-4.927936673332155
205628,34.848823600244415,-4.927907606636892
205634,34.665039198413595,-4.927948045723521
205662,34.75383904687154,-4.927850374038063
205667,34.89117113398228,-4.927738170735849
205682,34.83705041169405,-4.927674970677838
205687,34.868156434214065,-4.927670933480392
205695,34.561187295852086,-4.927750541910473
205683,34.495228326628826,-4.927781986146989
205724,34.60719537022107,-4.927680507025426
205750,34.54662344087341,-4.927629239714161
205738,34.83795184313643,-4.928466239461257
205743,34.7345026403089,-4.927594868055724
205754,34.45636964105663,-4.927619840773972
205777,34.784659199655096,-4.927476792064916
205799,34.77251944902011,-4.92743046113168
205800,34.732855166695835,-4.927460522362205
205816,34.70675905789116,-4.927433687072803
205813,34.65717559938395,-4.927441540790155
205820,34.75454856217956,-4.927393591412457
205817,34.71773442955116,-4.927406314317926
205825,34.855611117412174,-4.92730518118233
205824,34.53420654866918,-4.927437759556627
205838,34.761483446260684,-4.927314719749445
205841,34.690057178442714,-4.9273415176960915
205850,34.87920238153259,-4.9272061544676715
205862,34.76763767352613,-4.927238982910939
205880,34.49847994486377,-4.927290443646315
205875,34.71419385367279,-4.927222012373727
205882,34.880887080665346,-4.927109330915977
205889,34.46565246223215,-4.927224631301836
205762,34.75534675776537,-4.928203514638437
205896,34.52594985195544,-4.927213983308751
205946,34.478589532905936,-4.927038980958342
205969,34.50077147658329,-4.926982110047912
205975,34.85059625869322,-4.926855449657802
205978,34.70655715588221,-4.926929869592297
205990,34.83031652154567,-4.92680788696667
206015,34.466389094767415,-4.92684452390057
206018,34.85523948837893,-4.92671485127185
206017,34.46695330066462,-4.926826208292943
206030,34.59329957076526,-4.926794096405129
206031,34.59369184544966,-4.926784220480726
206043,34.477877172706705,-4.926706704114032
206047,34.84444015261253,-4.9265844597919255
206077,34.507888564819915,-4.9266815015647625
206078,34.498853085268266,-4.9266493194899015
206089,34.8180095323386,-4.926535742353829
206091,34.46196117137052,-4.926614988163117
206097,34.5971883187665,-4.926604646791297
206099,34.59186233733106,-4.926594857282118
206103,34.50135046547077,-4.926594741280925
206110,34.542361969735175,-4.926572776850645
206146,34.786992086571495,-4.926417853365019
206135,34.60517853512074,-4.926459419869777
206136,34.88492365135574,-4.926354395832433
206142,34.743522965725965,-4.926436043871095
206160,34.5109406783169,-4.926410953353571
206170,34.79055570385133,-4.926291396951261
206180,34.483187209700354,-4.9263498873304545
206181,34.79863851626922,-4.926269592510015
206210,34.839320840976825,-4.926156495504669
206224,34.69429195261458,-4.926186749099901
206239,34.70189758161056,-4.926162082888775
206231,34.80470497226192,-4.9260974553305115
206243,34.78978986291184,-4.926056155550117
206247,34.85514325965938,-4.926147610327443
206280,34.583715241355954,-4.926032756131747
206286,34.59777987648578,-4.9260023114945914
206290,34.565493937959715,-4.926005349704301
206298,34.88155245010389,-4.925836995064785
206310,34.77699646484799,-4.925871276326711
206320,34.86093065130896,-4.9257820846967535
206322,34.85422372251242,-4.925759431774853
206323,34.502439533154465,-4.925901357454335
206337,34.46518098819688,-4.925846110564167
206364,34.702932322424516,-4.925743907379553
206372,34.85535679610567,-4.925614572427125
206335,34.76816216816573,-4.926408269549719
206385,34.78551360508906,-4.925612042524433
206388,34.53057591679384,-4.925701409571172
206394,34.75895879831224,-4.925585443990296
206401,34.744411789639365,-4.925593881270868
206409,34.54995679748271,-4.92562581168637
206413,34.4983920026739,-4.925638226421169
206418,34.58757622293739,-4.925614244011166
206425,34.859304507021626,-4.9254664335821
206428,34.863612513206284,-4.925420440814788
206442,34.88255754002853,-4.925392200245304
206460,34.76992168576312,-4.9254004788047405
206459,34.88274676782669,-4.925338017979473
206465,34.752458127160935,-4.92543768190973
206472,34.68854522890188,-4.9253939883351565
206485,34.885311389499115,-4.9252307105954305
206491,34.709374504294765,-4.925308773824458
206519,34.58423818915822,-4.92524818836063
206520,34.81443807526092,-4.925157339842111
206527,34.665351513695,-4.925247496842963
206530,34.59100462443613,-4.925207413794579
206535,34.75859632329678,-4.925151698964743
206540,34.588053332540454,-4.925218445972848
206551,34.710330039562706,-4.925109468059741
206570,34.68727803503601,-4.925082055037904
206573,34.56757040004758,-4.9250775348099225
206585,34.46717014386106,-4.925034435469028
206592,34.87105354593303,-4.924885281511019
206590,34.71866438903323,-4.92494858031661
206560,34.76039313788025,-4.925095902583032
206606,34.83052472226672,-4.924873550152797
206619,34.69536539790362,-4.924863983358404
206618,34.85384389671835,-4.924779018875286
206624,34.56633149424683,-4.924844060618941
206634,34.80624814806148,-4.924731265925941
206663,34.4693933137138,-4.924744179889409
206686,34.47135492164254,-4.924670664048725
206711,34.86160659243243,-4.924513081704536
206666,34.79281959566042,-4.925141086559823
206708,34.71398996475641,-4.924572318998903
206724,34.83935116642387,-4.924471908368697
206732,34.52509509663135,-4.924560836529527
206737,34.82102479258764,-4.924456211356437
206750,34.47537732948497,-4.924507460293212
206752,34.74746631665805,-4.924448818135595
206756,34.75544771820032,-4.924398098899525
206765,34.72932753299964,-4.924419234844052
206769,34.75182221625637,-4.924422411301031
206772,34.76839573719596,-4.9243599580657165
206794,34.5561007930032,-4.9243851224846615
206793,34.88639340182883,-4.924258956921451
206795,34.59496343377947,-4.924381728210602
206807,34.8068717331888,-4.9242813930632945
206822,34.470750885770926,-4.924339946648201
206837,34.489524332799384,-4.9242936823667565
206854,34.74519652945595,-4.924145301792395
206879,34.5038519344684,-4.924129933099529
206888,34.54495450861047,-4.924139970949491
206920,34.66136362959441,-4.924040291737564
206926,34.509836384070034,-4.924022258724658
206934,34.86920660886475,-4.923851485741229
206945,34.47063462642995,-4.923970924946446
206947,34.75743465923532,-4.923848408321593
206955,34.60009683799426,-4.923877381914087
206962,34.50178905811954,-4.923881597437565
206969,34.49795801179528,-4.923846667209628
206985,34.605830229621674,-4.923775113136142
206988,34.814560610081465,-4.923730156488785
206992,34.47451353014659,-4.923823351056217
206999,34.59365658700925,-4.923753684761659
207012,34.45888931272276,-4.923743649550305
207014,34.473986104711734,-4.923748008234714
207015,34.731240127984094,-4.923661936851687
207016,34.88574844921182,-4.923598638052432
207029,34.70294240111659,-4.923664246804764
207001,34.47282610434874,-4.9281179815525435
207041,34.56521264775746,-4.923627558757103
207056,34.66924965575953,-4.923553173897543
207065,34.8260210964027,-4.923463834417044
207094,34.668120206329704,-4.923465339607097
207106,34.84398504748212,-4.923373802468616
207119,34.589208253909575,-4.923439369624854
207121,34.68636689131847,-4.923400866434787
207128,34.59978366147622,-4.923380932114881
207131,34.712355190785,-4.923339093379022
207135,34.80036606438326,-4.923322671808928
207137,34.450593449708535,-4.9233848053270055
207162,34.502929183956596,-4.923330522632204
207126,34.46032894698942,-4.9239399507017785
207188,34.530060611727876,-4.923265820077427
207203,34.79940695843954,-4.9230945264280015
207202,34.52815545216905,-4.923158383603541
207197,34.608447227969876,-4.9232709535402295
207211,34.6851813432715,-4.923149880951845
207217,34.788220856287936,-4.923062433404466
207220,34.495106165261895,-4.923147072598821
207222,34.82812432438251,-4.9230332980195985
207227,34.86175368791308,-4.923015441134346
207231,34.745943673130206,-4.9230227579288295
207233,34.72755548382696,-4.92304855008318
207251,34.71619367901163,-4.922966616360277
207265,34.721320109649646,-4.922936799507419
207267,34.50409951249494,-4.922995204885877
207275,34.69289278602682,-4.922928462486528
207293,34.87957188146842,-4.922770524131685
207294,34.548754882029264,-4.922907408228496
207299,34.541447755466926,-4.922867249191114
207323,34.689605467600124,-4.922811835909804
207331,34.838020087273925,-4.922689374919491
207332,34.57002800290386,-4.922799276735093
207333,34.703459205698174,-4.922764357099973
207336,34.76784914578535,-4.92271586313521
207311,34.883662530563086,-4.923678869013138
207339,34.58257898590738,-4.922767369141623
207355,34.68808026108365,-4.922705043884725
207354,34.76517720682327,-4.922656685217926
207349,34.71713059876446,-4.922673773378297
207369,34.515115774649686,-4.922695120373191
207381,34.72660560655168,-4.922611020148221
207386,34.58116983112792,-4.9225938806985186
207394,34.884761532635686,-4.9224608796828635
207397,34.70981398905019,-4.922539015029667
207414,34.51093885650352,-4.922550921306334
207419,34.523275757957336,-4.92254122657081
207424,34.75051721978443,-4.922392202256927
207446,34.84813895166176,-4.922277789862165
207471,34.82683065899748,-4.922222411677127
207489,34.752194286965,-4.922213916180198
207483,34.717678888703006,-4.922226368820588
207499,34.70294666928267,-4.922200996045488
207512,34.70889047533503,-4.922158207799908
207522,34.81914589102072,-4.922022888214917
207521,34.861753828338415,-4.922006481528223
207524,34.79581492840444,-4.922037569907498
207519,34.89289076865481,-4.922005871365479
207540,34.88090471947089,-4.921913352112249
207553,34.81789862750689,-4.92193967603442
207551,34.48775068531387,-4.922014670158818
207563,34.52608986923146,-4.921972953344831
207581,34.468008978048914,-4.921934426086725
207580,34.69359769962932,-4.921905141377692
207594,34.88884320419224,-4.921779586660108
207567,34.693634141406335,-4.923103416927504
207614,34.77582273830827,-4.921747185453729
207620,34.4885963122014,-4.9218157279628665
207623,34.49908335678763,-4.9218417493203175
207636,34.511160203898896,-4.9217956577566255
207629,34.79437740183712,-4.921713193745327
207634,34.466070860086106,-4.921807731630707
207596,34.89193133837396,-4.922321727388503
207641,34.85859496167417,-4.9216249623072565
207647,34.707552964345815,-4.921721149034775
207686,34.77107462926686,-4.921580540382215
207691,34.80435867596562,-4.921533867631541
207710,34.70832280164373,-4.921526408651497
207721,34.76104148357876,-4.921476269249923
207732,34.50463396570132,-4.9215109288128565
207703,34.813390503801344,-4.921842572785218
207748,34.78351871034641,-4.921390055428537
207769,34.84678777735871,-4.921263579365197
207768,34.7604133867084,-4.921314333734176
207780,34.88282783089712,-4.92121776835517
207799,34.72847938415819,-4.921212374892777
207805,34.54677981009617,-4.92123987073824
207802,34.78935622641571,-4.921168608037993
207818,34.757756595470035,-4.92113111801189
207803,34.45520524272643,-4.921244571312286
207828,34.82419064190833,-4.921044282614661
207825,34.835433163136805,-4.921071137437793
207841,34.75597978693427,-4.92107207163631
207846,34.69220337933406,-4.921035950500007
207853,34.54594327998292,-4.9210822967129975
207859,34.47394505467082,-4.921068672869985
207884,34.47580747891139,-4.920941622677438
207888,34.80500866800786,-4.920855855216051
207901,34.65919015296387,-4.920907595383045
207928,34.694580642572745,-4.920798417675958
207932,34.696611197180914,-4.920784208327633
207944,34.83715427126024,-4.920673654357125
207939,34.805888507636034,-4.920714541627957
207959,34.7937307415238,-4.920654881275302
207958,34.51007389780702,-4.920766920470127
207979,34.785216317363904,-4.920580087857168
207990,34.730304149305816,-4.920599426744974
208000,34.80296351143896,-4.920545232391668
208017,34.69932357657097,-4.9205471825159695
208021,34.47558098922979,-4.920573262807031
208031,34.8722636078995,-4.92043039873219
208037,34.52205259577592,-4.920508265955928
208044,34.51276629777469,-4.920516129475762
208036,34.48450721220079,-4.920525480261233
208062,34.792175501062495,-4.920403968961861
208068,34.47918372373498,-4.920467872873735
208113,34.53365854730627,-4.920300959727104
208120,34.550621701278914,-4.9202442359177585
208096,34.760121666048605,-4.92206494884066
208099,34.48971927293806,-4.920787592308452
208124,34.87486739164115,-4.920082471220035
208126,34.8589698988884,-4.9201030801206285
208146,34.73327551049006,-4.920085607082366
208142,34.46026960913833,-4.920148652651244
208151,34.460834482622516,-4.920125204486063
208155,34.720218675677565,-4.920065260493609
208161,34.54107097086481,-4.920075315523886
208165,34.72066451183455,-4.92003501869146
208175,34.81404212563101,-4.919946581112048
208181,34.53700512561239,-4.920054293794305
208182,34.544702578561704,-4.920028950199412
208205,34.49863658769204,-4.91995891768881
208207,34.55586046026376,-4.919952876404197
208220,34.48991259084955,-4.919927134944855
208232,34.47345801500177,-4.919911411009749
208242,34.6861516820981,-4.919801431432609
208254,34.88492648543832,-4.919694406472081
208256,34.75788416100216,-4.919768041605096
208260,34.748681202730275,-4.919768370050092
208267,34.74066596362533,-4.919716592072729
208263,34.71320816331334,-4.919735767797146
208288,34.49804629532658,-4.91975077824041
208292,34.70444669976125,-4.919675101631996
208302,34.460647799315,-4.919677849712252
208308,34.78962987798681,-4.9196037272780355
208321,34.82284303578953,-4.9195248086602845
208320,34.72193352732189,-4.919597927299996
208328,34.4642623168641,-4.919646268798835
208329,34.49579687667291,-4.919606326303197
208341,34.876779545027794,-4.919434435049869
208345,34.787406210681254,-4.9194860223842625
208347,34.8062183857235,-4.9194489131319274
208376,34.70068946265322,-4.919447372353103
208404,34.74824391672495,-4.91934597086622
208406,34.53706003116879,-4.919393954624853
208400,34.505429491223765,-4.919414565062806
208416,34.79335405569232,-4.919269918492208
208422,34.690992209339235,-4.91928477318737
208430,34.529612129753595,-4.919343679008007
208440,34.704715109808085,-4.919253501423083
208468,34.764453351840096,-4.919124474330176
208483,34.69739772035141,-4.919104702126416
208485,34.54434075748205,-4.919142217702614
208498,34.75983196158555,-4.9190499295335695
208502,34.511764111444045,-4.91911598345748
208474,34.49367592680876,-4.921969211419321
208537,34.77299065337622,-4.918876240025093
208565,34.68624132271848,-4.918834387983668
208587,34.488986698162726,-4.918817855493656
208612,34.71922234777322,-4.918707532687321
208619,34.45889927736824,-4.918739464584552
208620,34.782786248637834,-4.918634104347223
208659,34.777009968768276,-4.918560322452592
208683,34.46212938349319,-4.918552574792567
208704,34.476064352034,-4.918468074328099
208701,34.4601580578883,-4.918486165133623
208708,34.74036067503577,-4.918390581603336
208716,34.726455668909544,-4.918367432434304
208728,34.772085338967145,-4.918302308644203
208760,34.56334180028455,-4.918230185490009
208782,34.880357475914785,-4.918079584712498
208777,34.50121202055277,-4.918199752677673
208787,34.71188069069326,-4.918130297470861
208832,34.5356752696687,-4.918077391648221
208842,34.46960842969196,-4.918025320575544
208838,34.84573236365511,-4.918216330116175
208899,34.71695824534564,-4.917778889815144
208904,34.453354013099556,-4.917841252562448
208905,34.48035749126651,-4.917838316711671
208895,34.5163253939986,-4.91784928900828
208910,34.86622769506771,-4.917661995055175
208920,34.503236274533826,-4.917774172925525
208930,34.53349202209235,-4.917747009691947
208948,34.488148067030096,-4.917702529516885
208945,34.52246248768064,-4.917695455872227
208960,34.770082333537076,-4.917587288916182
208975,34.50990117839009,-4.917618834995793
208985,34.471068959525454,-4.917588797101392
208989,34.86678783960586,-4.917409461112487
209033,34.49716105494651,-4.9174729708900236
209036,34.49156042782139,-4.917463637092007
209087,34.85957214244057,-4.917205820817903
209096,34.84620769671732,-4.917178462123649
209098,34.48418444844274,-4.917280286166037
209127,34.54512630296132,-4.917153395075292
209171,34.463952465055165,-4.917078292145966
209192,34.75415639619729,-4.916935384322843
209207,34.725173535821284,-4.9168821728266545
209206,34.783761635965604,-4.916853544908011
209203,34.885780571188846,-4.9168272095218875
209212,34.8420679034118,-4.916793938763901
209254,34.55046432369511,-4.916790735031996
209253,34.88673446234408,-4.916672699292082
209276,34.85984615701681,-4.916607177575405
209286,34.88508166102698,-4.916545773606143
209295,34.76506858872486,-4.916588708520304
209289,34.542274195853864,-4.916646452456539
209311,34.76094390276427,-4.916536604858067
209321,34.80452801069836,-4.916481477513015
209342,34.88614503601173,-4.91640725844574
209341,34.69116861201177,-4.916509204602603
209332,34.83400477625412,-4.9164390407738825
209360,34.735263134949946,-4.9163950751144965
209364,34.51544759384549,-4.916456839297935
209366,34.79485604171723,-4.916381162709419
209367,34.54563320437917,-4.916469906891601
209333,34.54766187952347,-4.917120455631727
209383,34.51659400447551,-4.916391861077449
209381,34.88306841812812,-4.916256855861455
209406,34.87380856941679,-4.916221024903834
209423,34.52664816973671,-4.916299454488474
209434,34.55396068622334,-4.916263250180085
209455,34.88670725745976,-4.916058478168578
209475,34.45942343301496,-4.916168779646021
209505,34.46653249113142,-4.916094135157721
209497,34.53825235781684,-4.916106959449673
209508,34.752807587662076,-4.915974948479527
209518,34.86845199190009,-4.915915694309643
209539,34.734797935301486,-4.915940433300263
209530,34.842230606346945,-4.9158692325524385
209561,34.50819043489015,-4.915890688651397
209551,34.70707483221034,-4.915869283104459
209571,34.71926486367114,-4.915819390319338
209568,34.83083974106677,-4.915765602346091
209573,34.708439764660135,-4.915814592807771
209584,34.45286733371208,-4.91585164467632
209585,34.838994867958654,-4.915714090456274
209604,34.45096535723083,-4.915797502673502
209621,34.829928398640845,-4.915648394972434
209662,34.78314989371518,-4.915560621507387
209676,34.76996483605284,-4.915523523984021
209689,34.83997607166629,-4.915449375496542
209692,34.68890869297805,-4.915544799565205
209695,34.48421462654092,-4.915534258128111
209709,34.82389764918225,-4.915395541632723
209703,34.73721364531814,-4.915427192996342
209727,34.86003428344469,-4.9153279264622585
209735,34.56369083972139,-4.915410082264932
209767,34.492261137207436,-4.915337778551885
209766,34.45380582407902,-4.915337886188223
209771,34.53965548730366,-4.915296096960995
209783,34.86499262917728,-4.9151325180572165
209786,34.55666731505537,-4.915274586250713
209808,34.47454306946555,-4.9151919019420145
209820,34.76627860288363,-4.915088416440686
209841,34.68703639254121,-4.915017168255236
209868,34.78728573875238,-4.914913118935801
209834,34.76713097697752,-4.9153495568184695
209894,34.73002873628662,-4.914880785752649
209906,34.721522259690275,-4.91483527604651
209927,34.498895023168025,-4.914875033258155
209933,34.774447204605195,-4.914770292060967
209919,34.73252283262662,-4.914805212791367
209923,34.51454965108499,-4.9148513892201064
209940,34.46241294399686,-4.914775727473553
209959,34.78012267973092,-4.914654610391163
209949,34.470572376505984,-4.914739262434764
209952,34.46091308955098,-4.914739648344291
209953,34.51562252516925,-4.914757242466018
209966,34.515233615436955,-4.914706116399825
209970,34.83667609187209,-4.9146084474661675
209971,34.8668307180308,-4.91459508062215
209983,34.87459701321447,-4.91453152543688
209962,34.7621893392771,-4.914961892328677
209992,34.46455795521049,-4.914646635034489
210015,34.52839146457462,-4.914573060461682
210011,34.820862220160166,-4.9144703347781515
210025,34.452513656747165,-4.914518457517836
210029,34.856961792587875,-4.914418008619962
210032,34.46536875475671,-4.914513625080091
210051,34.71765214518788,-4.914422249978814
210065,34.59073887275771,-4.914433233237857
210059,34.545786185763205,-4.914430589221683
210058,34.73680046975692,-4.914386698952928
210080,34.48283427318542,-4.9144255530079
210077,34.55969881993417,-4.914392399575726
210085,34.839448860784515,-4.914254810974106
210095,34.831980895805295,-4.914236898639627
210092,34.48021776922052,-4.91435235287723
210104,34.501055060824065,-4.914307921254402
210100,34.52239750881389,-4.914287367112789
210098,34.51013549134817,-4.914300062641488
210151,34.606797281151366,-4.914131075200036
210160,34.5347884291014,-4.914105893838072
210161,34.5699936078647,-4.914120870756181
210170,34.51144519652531,-4.914084895813025
210185,34.808738778169655,-4.913949081847596
210220,34.8926416326335,-4.913838478034429
210213,34.82775495900226,-4.913879869794028
210268,34.59841319545816,-4.913791849715506
210312,34.60831303492551,-4.913687534007686
210309,34.741716183248215,-4.913636477298916
210314,34.79747875092387,-4.913598409169107
210326,34.60293046006271,-4.91366045190642
210327,34.658229412592874,-4.913588624911777
210341,34.46113908199417,-4.913581300701253
210349,34.697345051075565,-4.91353004802397
210363,34.7139341945311,-4.913457588923424
210358,34.577551136663175,-4.913499255719655
210360,34.483569927083586,-4.91350452068559
210386,34.54459107636324,-4.913429981544018
210387,34.744811453654634,-4.91338366675426
210403,34.767914884048295,-4.913347473712748
210406,34.756431544447814,-4.913348471052917
210409,34.4729224552633,-4.913361646712791
210424,34.5239851108689,-4.913349701145357
210444,34.48732008787618,-4.913277042207503
210443,34.601249056384454,-4.9132405982223215
210451,34.51759229464982,-4.9132237513265355
210458,34.712718927646556,-4.9131675328247555
210463,34.459218890622545,-4.91318293070425
210478,34.49851977417654,-4.91313454205132
210477,34.60469898408868,-4.9131430556939115
210472,34.47410314357138,-4.913167848182997
210487,34.53949151119607,-4.913108633000651
210501,34.609773658091385,-4.913074817895255
210508,34.86343066989633,-4.912906499759504
210530,34.47517656674294,-4.913003800174972
210518,34.52648690862569,-4.913006659653922
210523,34.692798833696465,-4.912968063678121
210520,34.47364310696803,-4.9130120511689945
210551,34.762108236076685,-4.912896806544882
210547,34.880559676762275,-4.912813600982551
210583,34.746365084099004,-4.912792095197047
210585,34.83182754373576,-4.912739180437608
210653,34.47316464309329,-4.91263977790034
210655,34.716472282453395,-4.912563384635846
210662,34.56630502122778,-4.912576644806159
210673,34.45596497852776,-4.912545696594748
210681,34.69833068871127,-4.9124557419562205
210694,34.69699291429068,-4.912434708716207
210699,34.691972899415916,-4.9124235303152
210721,34.81278000093234,-4.912327600418071
210718,34.58036232503324,-4.912439762138441
210735,34.87697382851661,-4.912279229016548
210734,34.7378738969255,-4.912346381717394
210736,34.4790595902122,-4.912401135481562
210744,34.87781566617714,-4.912223831124675
210745,34.68030184039737,-4.912337357427682
